File Version=BWSpec4.04_00
Rseponse Ratio File Version=1.0
CCode=SFG
Int.Time=1400
LowNoiseModeTimeGate=600000
P_Number=2048
Standard Name=SRM 2241 R2  ( Raman)
Start Pixe=30
End Pixel=2035
Start WN=64
End WN=2801
Standard Coefs Order=5
Coefs_C0=0.0971937
Coefs_C1=2.28325E-04
Coefs_C2=-5.86762E-08
Coefs_C3=2.16023E-10
Coefs_C4=-9.77171E-14
Coefs_C5=-9.77171E-14
Pixel   ;  Ratio
0;9.79753289182783;9.79753289182783
1;10.1429083878655;10.1429083878655
2;10.638242235957;10.638242235957
3;10.4384853080536;10.4384853080536
4;10.3152539986874;10.3152539986874
5;10.2998419344834;10.2998419344834
6;9.93214748869232;9.93214748869232
7;9.69034431779744;9.69034431779744
8;9.71208954498152;9.71208954498152
9;9.668284914359;9.668284914359
10;9.35713456234039;9.35713456234039
11;9.21750750568689;9.21750750568689
12;8.98226411496081;8.98226411496081
13;8.8990534010948;8.8990534010948
14;8.40434341142468;8.40434341142468
15;8.15449372086313;8.15449372086313
16;7.94214779042729;7.94214779042729
17;7.69011013677202;7.69011013677202
18;7.46285982863751;7.46285982863751
19;7.12625257120067;7.12625257120067
20;6.84585398749289;6.84585398749289
21;6.22503141352816;6.22503141352816
22;5.62441315505904;5.62441315505904
23;4.55861920836303;4.55861920836303
24;3.56113936811741;3.56113936811741
25;2.76521384271775;2.76521384271775
26;2.06944868253905;2.06944868253905
27;1.55375171449005;1.55375171449005
28;1.11885957288011;1.11885957288011
29;0.779999934448193;0.779999934448193
30;0.561683008146551;0.561683008146551
31;0.44362851938768;0.44362851938768
32;0.394580240777769;0.394580240777769
33;0.376023135894809;0.376023135894809
34;0.358750892670287;0.358750892670287
35;0.349152375624935;0.349152375624935
36;0.340886869290568;0.340886869290568
37;0.335248322881944;0.335248322881944
38;0.330663761246296;0.330663761246296
39;0.327117750705411;0.327117750705411
40;0.325414863755436;0.325414863755436
41;0.324165867642111;0.324165867642111
42;0.323541109195477;0.323541109195477
43;0.324844387423593;0.324844387423593
44;0.324607290164457;0.324607290164457
45;0.323984355572003;0.323984355572003
46;0.320875055691133;0.320875055691133
47;0.323446297864289;0.323446297864289
48;0.324950538041972;0.324950538041972
49;0.324119113711122;0.324119113711122
50;0.322776991742324;0.322776991742324
51;0.32381930033272;0.32381930033272
52;0.323726192901451;0.323726192901451
53;0.323319963777061;0.323319963777061
54;0.32366978011371;0.32366978011371
55;0.324588204079478;0.324588204079478
56;0.324829039367439;0.324829039367439
57;0.324719724491325;0.324719724491325
58;0.325477209474724;0.325477209474724
59;0.325676476480874;0.325676476480874
60;0.327422473633927;0.327422473633927
61;0.329199879681709;0.329199879681709
62;0.327838352479829;0.327838352479829
63;0.329027795418204;0.329027795418204
64;0.32970643146091;0.32970643146091
65;0.328206366776489;0.328206366776489
66;0.329641273505881;0.329641273505881
67;0.32904083646023;0.32904083646023
68;0.329170818758152;0.329170818758152
69;0.329589908763448;0.329589908763448
70;0.328175102021509;0.328175102021509
71;0.329556022519158;0.329556022519158
72;0.330162782116205;0.330162782116205
73;0.329856909303228;0.329856909303228
74;0.332033837979626;0.332033837979626
75;0.333301360109864;0.333301360109864
76;0.332260410288641;0.332260410288641
77;0.333569171856304;0.333569171856304
78;0.334111875562344;0.334111875562344
79;0.333852379083906;0.333852379083906
80;0.33302820939095;0.33302820939095
81;0.333929862128226;0.333929862128226
82;0.331208669289716;0.331208669289716
83;0.333876489911804;0.333876489911804
84;0.332634149843792;0.332634149843792
85;0.332387292115016;0.332387292115016
86;0.333368032453249;0.333368032453249
87;0.332119971164596;0.332119971164596
88;0.331233538796543;0.331233538796543
89;0.332693222441217;0.332693222441217
90;0.332911959646384;0.332911959646384
91;0.334094452280603;0.334094452280603
92;0.333266637423077;0.333266637423077
93;0.334455426499129;0.334455426499129
94;0.333968414463622;0.333968414463622
95;0.333691460380167;0.333691460380167
96;0.335538248499731;0.335538248499731
97;0.333938556378939;0.333938556378939
98;0.332847218888564;0.332847218888564
99;0.333619814837857;0.333619814837857
100;0.334357852349156;0.334357852349156
101;0.333542083932002;0.333542083932002
102;0.333420462210801;0.333420462210801
103;0.333862521903265;0.333862521903265
104;0.333941480179344;0.333941480179344
105;0.334955534583762;0.334955534583762
106;0.335349853229637;0.335349853229637
107;0.335826877906452;0.335826877906452
108;0.336297345436207;0.336297345436207
109;0.336454884698105;0.336454884698105
110;0.338449572298181;0.338449572298181
111;0.33865333561576;0.33865333561576
112;0.338856676043798;0.338856676043798
113;0.340580356422376;0.340580356422376
114;0.338738712423989;0.338738712423989
115;0.34044702538448;0.34044702538448
116;0.340742199824634;0.340742199824634
117;0.340595958919461;0.340595958919461
118;0.340779129943483;0.340779129943483
119;0.339811016166214;0.339811016166214
120;0.33963825255494;0.33963825255494
121;0.338681030025517;0.338681030025517
122;0.340183457058215;0.340183457058215
123;0.339184819724819;0.339184819724819
124;0.339224624222695;0.339224624222695
125;0.339173001696554;0.339173001696554
126;0.340376156910731;0.340376156910731
127;0.339847338628989;0.339847338628989
128;0.341688100409056;0.341688100409056
129;0.341626593720901;0.341626593720901
130;0.342324002021302;0.342324002021302
131;0.342576171919885;0.342576171919885
132;0.343739478395075;0.343739478395075
133;0.345742547055671;0.345742547055671
134;0.343952465176288;0.343952465176288
135;0.346253985814855;0.346253985814855
136;0.345449193776825;0.345449193776825
137;0.345990651365723;0.345990651365723
138;0.347103444860238;0.347103444860238
139;0.346149691686026;0.346149691686026
140;0.345916932277566;0.345916932277566
141;0.345632863666619;0.345632863666619
142;0.346676018502129;0.346676018502129
143;0.346241747644946;0.346241747644946
144;0.346217006808017;0.346217006808017
145;0.345142243800632;0.345142243800632
146;0.347176609082852;0.347176609082852
147;0.34481418635044;0.34481418635044
148;0.345695017328099;0.345695017328099
149;0.346449762458911;0.346449762458911
150;0.34741071933212;0.34741071933212
151;0.347098926041103;0.347098926041103
152;0.346439305437755;0.346439305437755
153;0.348627075105508;0.348627075105508
154;0.34951838679512;0.34951838679512
155;0.350155662571225;0.350155662571225
156;0.35105827761139;0.35105827761139
157;0.351503961807619;0.351503961807619
158;0.350525653109841;0.350525653109841
159;0.351477472847796;0.351477472847796
160;0.351610677259503;0.351610677259503
161;0.352726312314308;0.352726312314308
162;0.35268392874859;0.35268392874859
163;0.355856878140607;0.355856878140607
164;0.353592281157549;0.353592281157549
165;0.353661055764782;0.353661055764782
166;0.352207587262137;0.352207587262137
167;0.354378149241502;0.354378149241502
168;0.353463236205393;0.353463236205393
169;0.353483179270883;0.353483179270883
170;0.351828923268946;0.351828923268946
171;0.352373827526657;0.352373827526657
172;0.353289748028193;0.353289748028193
173;0.353777637197672;0.353777637197672
174;0.353446275284948;0.353446275284948
175;0.355840470477456;0.355840470477456
176;0.355172823863307;0.355172823863307
177;0.35672152508999;0.35672152508999
178;0.355687574330773;0.355687574330773
179;0.35667454602667;0.35667454602667
180;0.358317007392334;0.358317007392334
